,Unnamed: 0,stars,useful,funny,cool,text,name,city,state,postal_code,latitude,longitude,review_count,is_open,categories,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsGoodForGroups,GoodForKids,OutdoorSeating,DriveThru,HasTV,RestaurantsAttire,RestaurantsDelivery,Ambience,BusinessParking,BikeParking,BusinessAcceptsCreditCards,RestaurantsTakeOut,year,preparedText,Corkage,WiFi,NoiseLevel,Alcohol,BYOBCorkage,GoodForMeal,Caters,DogsAllowed,RestaurantsTableService,Topic0,Topic1,Topic2,Topic3,Topic4
10,10,1,0,0,0,Very disappointing. Bad bland food and bad customer service. Not coming back again. I will be driving 20 min to the Hillsboro one.,Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2016,disappoint . bad bland food bad custom servic . come back . drive 20 min hillsboro one .,,,,,,,,,,0.7341289450417807,0.013842051473905041,0.013627358631315213,0.2245613982089744,0.013840246644024544
11,11,2,2,0,0,"Chipotle SERIOUSLY needs to trim the fat and gristle off their meat. The chicken is always so fatty, it's kind of gag worthy, and the steak is often inedible because of the gristle and fat. Chicken fat is one of the worst fats to chew and swallow. Seriously so gross. I beg you, PLEASE please fix this...

I've been to this and many locations several times and I'm reviewing this one since its closest to where I live and where I now have been most recently.",Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2016,"chipotl serious need trim fat gristl meat . chicken alway fatti , 's kind gag worthi , steak often ined gristl fat . chicken fat one worst fat chew swallow . serious gross . beg , pleas pleas fix ... 've mani locat sever time 'm review one sinc closest live recent .",,,,,,,,,,0.2677809984481535,0.00479018502351794,0.0048049748487844265,0.7177847561557797,0.004839085523764331
12,12,1,0,0,0,Worst Chipotle I've ever been to. Bowl was half the size of everywhere else I go and the staff was complaining about everything. The one on Hall Blvd is awesome every time so I'll skip this place from now on.,Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2018,worst chipotl 've ever . bowl half size everywher els go staff complain everyth . one hall blvd awesom everi time 'll skip place .,,,,,,,,,,0.10537319947911282,0.00890360601025807,0.6013380187667423,0.23692332160275778,0.04746185414112906
13,13,1,0,0,0,This chipotle is garbage. These morons can't even wrap a burrito properly. Every single time I come here my burrito falls apart almost immediately.,Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2018,chipotl garbag . moron ca n't even wrap burrito properli . everi singl time come burrito fall apart almost immedi .,,,,,,,,,,0.5338898236486289,0.011457882931969017,0.01136604705998319,0.43205737961408924,0.011228866745329559
14,14,5,0,0,0,"This chipotle's food isn't any better or different than any other chipotle, but the staff here is so sweet. Andrea is the sweetest ""burrito artist"" - she knows my boyfriend and I because we frequent here late at night when we get off late and are too tired to cook since we live nearby and she never gets frustrated that we are coming in late! Always making conversation and getting to know us!",Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2017,"chipotl 's food n't better differ chipotl , staff sweet . andrea sweetest `` burrito artist '' - know boyfriend frequent late night get late tire cook sinc live nearbi never get frustrat come late ! alway make convers get know us !",,,,,,,,,,0.22307403134863313,0.1402921961534507,0.39110299957791145,0.2397615510506997,0.005769221869304973
15,15,5,0,0,0,I was having a not so fantastic day today. I took my lunch break at 4 o'clock. I eat at this location about 3 time a week (creature of habit) because they are consistent. The young lady who helped me today asked me how my day was. I actually told her. We both laughed at the absurdities of failed software systems and crazy people. By the time she was done making my delicious veggie tacos. I actually felt happier. Her smile reached her eyes and she was very genuine. I will butcher her name (Maitae) and I apologize in advance. I had to share my experience because it was so positive and it's the little things that make our days!,Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2016,fantast day today . took lunch break 4 o'clock . eat locat 3 time week ( creatur habit ) consist . young ladi help today ask day . actual told . laugh absurd fail softwar system crazi peopl . time done make delici veggi taco . actual felt happier . smile reach eye genuin . butcher name ( maita ) apolog advanc . share experi posit 's littl thing make day !,,,,,,,,,,0.7746374633214768,0.003765487585758002,0.0037354525257692886,0.18453973503408364,0.03332186153291223
16,16,4,0,0,0,"Ordered a Bowl with chicken. I asked for it to be split into 2 bowls. They put a good amount into both bowls, so I thought they misunderstood. They told me they usually don't split and will  give an extra bowl instead. She was very nice and bought my 2nd bowl for me as an exception.

Also bought the $30 giftcard for a free burrito of my choice on my next visit. The coupon IS the receipt. Great deal.

One more thing. They are very generous if you ask for  more toppings. I am not sure why people are unhappy with what they give you. Just ask for more and they'll be happy to do it.",Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2016,"order bowl chicken . ask split 2 bowl . put good amount bowl , thought misunderstood . told usual n't split give extra bowl instead . nice bought 2nd bowl except . also bought $ 30 giftcard free burrito choic next visit . coupon receipt . great deal . one thing . gener ask top . sure peopl unhappi give . ask 'll happi .",,,,,,,,,,0.5058301351464419,0.004061702460750486,0.0041009833110976475,0.48192670711703106,0.004080471964679042
17,17,2,0,1,0,"I love chipotle's food, the people here are friendly enough, but the past three times in a row now my fiancé's quesadillas got forgotten on the grill and were burnt. Please invent in a timer perhaps. Just a thought.",Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2017,"love chipotl 's food , peopl friendli enough , past three time row fiancé 's quesadilla got forgotten grill burnt . pleas invent timer perhap . thought .",,,,,,,,,,0.00937676565938503,0.009353347349716405,0.2442607203470873,0.7278586662353626,0.009150500408448734
18,18,1,0,1,0,"Started off with the employee mumbling ""lady what can i get for you, what can i get for you?"" Clearly didn't seem pleased to be working, no customer service. After he slopped my burrito through the line he poorly wrapped it, i didnt have alot in it, and i have had this same burrito wrapped many times with other employees without any problems. Chunks of my burrito oozed out and he just smeered the burrito in it then layed it down to wrap it. When I went to eat the burrito from the wrapper it was a mess, half of the burrito ended up on the table. 

If you want to eat at this location I recommended going earlier in the day, they always seem to do it right then.",Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2017,"start employe mumbl `` ladi get , get ? '' clearli n't seem pleas work , custom servic . slop burrito line poorli wrap , didnt alot , burrito wrap mani time employe without problem . chunk burrito ooz smeer burrito lay wrap . went eat burrito wrapper mess , half burrito end tabl . want eat locat recommend go earlier day , alway seem right .",,,,,,,,,,0.46534414958100545,0.003850319999066652,0.14708865492703854,0.3798689001087167,0.0038479753841724742
19,19,2,1,0,0,"Not sure why I continue to order using the app in hopes that they'll actually have my order ready when I get there. If you think you're going to save a few minutes by ordering online, think again. They don't prioritize app/online orders.",Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2016,"sure continu order use app hope 'll actual order readi get . think 're go save minut order onlin , think . n't priorit app/onlin order .",,,,,,,,,,0.9661197768991939,0.008398211841116434,0.008487503289829685,0.008563654386933836,0.008430853582926107
20,20,5,0,0,0,"I have a job that sends me anywhere within a 50 mile radius of Portland, so it's just easier to eat out.  For the past week I've been in the Murray-Scholls area and have gone to this Chipotle about 3 times so far.  Every time I come in, there's this energetic woman that helps me with the first part of my order.  Totally off topic, but her voice kind of sounds like Rebel Wilson's and I find it really endearing.  Anyway, she's great, and she helped me again today, making sure I had fresh veggies instead of the ones that had been out for awhile.  When I got to the register it was a young lady with a massive amount of hair tied back in a bun (she gave me her name but I don't remember) and she was with another young gentleman, and they were both very pleasant.  I was fumbling around in my purse and realized I had forgot my debit card at home, and didn't have cash.  I was really embarrassed and felt bad, and after telling the girl at the register my mistake I turned to go...  Now this is why I went through the trouble of downloading this app, making a profile, and writing this review.  Instead of making it awkward, or just letting me continue on my way, she very sweetly and enthusiastically stopped me from leaving and offered for me to still have my order.  It's not just what they did (the guy was in on it too) but the way they made me feel so good about it.  It really made my day.  She said that if I wanted to leave a review that would be more than worth it, and I thought that was a great way to pay back the kindness.  Food-wise, this is just like any Chipotle, but the service really makes it stand out",Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2018,"job send anywher within 50 mile radiu portland , 's easier eat . past week 've murray-schol area gone chipotl 3 time far . everi time come , 's energet woman help first part order . total topic , voic kind sound like rebel wilson 's find realli endear . anyway , 's great , help today , make sure fresh veggi instead one awhil . got regist young ladi massiv amount hair tie back bun ( gave name n't rememb ) anoth young gentleman , pleasant . fumbl around purs realiz forgot debit card home , n't cash . realli embarrass felt bad , tell girl regist mistak turn go ... went troubl download app , make profil , write review . instead make awkward , let continu way , sweetli enthusiast stop leav offer still order . 's ( guy ) way made feel good . realli made day . said want leav review would worth , thought great way pay back kind . food-wis , like chipotl , servic realli make stand",,,,,,,,,,0.7199545204164177,0.12072038055041995,0.0015038806172033036,0.15631238950479395,0.001508828911164962
21,21,1,0,0,0,I have yet to bring a take-out order home for my family and have my sons kids quesadilla actually in the bag. It's a terrible point of service. Such a ridiculous thing to get wrong every time. Not sure how this place is managed but the fourth time it happened I complained that I was tired of coming back or having to check. The manager said they would take care of us next time we were in. Of course that never happened. Not caring about anything for free just want my order to be right. Never again.,Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2017,yet bring take-out order home famili son kid quesadilla actual bag . 's terribl point servic . ridicul thing get wrong everi time . sure place manag fourth time happen complain tire come back check . manag said would take care us next time . cours never happen . care anyth free want order right . never .,,,,,,,,,,0.8843872093384251,0.00399666037503543,0.10364016701111736,0.003986096111991959,0.003989867163430265
22,22,1,0,0,0,Shitty customer service as usual... Pay too much to be treated this way especially for being the subway of burritos...,Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2016,shitti custom servic usual ... pay much treat way especi subway burrito ...,,,,,,,,,,0.29345236055778684,0.01688689600678628,0.6558132157355193,0.016952327985620252,0.016895199714287396
23,23,2,0,0,0,"My roommate and I go out of our way to come to this chipotle and have been for the last 4 months...the people that work here are awesome. They always are in a good mood and have guac and never run out of sofritas (hopefully I spelt that right)  

On average we come to chipotle three times a week. I would be giving this 5 stars normally but giving 2 stars today because the last 3 weeks maybe even longer (it feels like) have been grueling. It's been way too hot to eat outside and since they don't have any A/C inside, it's miserable. We just ate there today and it seemed like it was 80 degrees inside. I was sweating! 

We love coming here and hope that they get the    A/C situation fixed pronto.",Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2017,"roommat go way come chipotl last 4 month ... peopl work awesom . alway good mood guac never run sofrita ( hope spelt right ) averag come chipotl three time week . would give 5 star normal give 2 star today last 3 week mayb even longer ( feel like ) gruel . 's way hot eat outsid sinc n't a/c insid , 's miser . ate today seem like 80 degre insid . sweat ! love come hope get a/c situat fix pronto .",,,,,,,,,,0.4624358590730428,0.0032241352784691995,0.3089908858039628,0.2221805436891408,0.0031685761553844564
24,24,5,0,0,0,This was another fantastic experience at this chipotle. The service here is amazing. James the cashier was here again too. There was another worker that deserves a shoutout on this occasion. Her name is Deja. She was friendly and did everything right. Since I was having a veggie burrito she even offered more bean and rice and I didn't even know that was an option. She also offered to put my free guacamole on the side because I did not want it on my burrito. She was fantastic and very friendly. 10/10 recommend coming here especially when James and Deja are here.,Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2019,anoth fantast experi chipotl . servic amaz . jame cashier . anoth worker deserv shoutout occas . name deja . friendli everyth right . sinc veggi burrito even offer bean rice n't even know option . also offer put free guacamol side want burrito . fantast friendli . 10/10 recommend come especi jame deja .,,,,,,,,,,0.2512316400544224,0.1432431466635111,0.14619933999431978,0.4549234263250897,0.00440244696265707
25,25,5,0,0,0,"I am a frequent customer at Chipotle on Murray and Scholls shopping center. Am addicted to their chicken burritos, but what is even better than the food is their friendly top shelf service. The regular employees always ask about my day and remember the nuances to my specific order requests. But I want to throw a special shout out to manager Chelsea for her over the top customer service.....simply the best.",Chipotle Mexican Grill,Beaverton,OR,97007,45.437735,-122.828987,70,1,"Restaurants, Tex-Mex, Mexican, Fast Food",1,False,True,True,True,False,True,'casual',True,None,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2018,"frequent custom chipotl murray scholl shop center . addict chicken burrito , even better food friendli top shelf servic . regular employe alway ask day rememb nuanc specif order request . want throw special shout manag chelsea top custom servic ..... simpli best .",,,,,,,,,,0.30716917027002677,0.2587559055057157,0.005300456256125648,0.31220718468832326,0.11656728327980859
26,0,3,1,0,2,"This location is located on Ponce not far from Freedom Parkway.  There was a crowd and a line when we arrived today.  The line moved very quickly though.  There is a sizable amount of table space here, so even though there were a lot of customers, there were ample tables if you chose to dine in.  The staff at the location were both friendly and efficient.  Our orders were correct and our bowls were full.  The food was great.

We were carry out.  The only thing to beware of at this location is the very compact, yet private, parking lot.   Luckily there were two of us, so one went in while the other waited for a parking space to open up.  This is also a high traffic area (downtown ATL) so getting back onto the main street took a minute.",Chipotle Mexican Grill,Atlanta,GA,30306,33.773927,-84.363565,227,1,"Restaurants, Fast Food, Mexican",1,False,True,True,True,False,False,'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2018,"locat locat ponc far freedom parkway . crowd line arriv today . line move quickli though . sizabl amount tabl space , even though lot custom , ampl tabl chose dine . staff locat friendli effici . order correct bowl full . food great . carri . thing bewar locat compact , yet privat , park lot . luckili two us , one went wait park space open . also high traffic area ( downtown atl ) get back onto main street took minut .",False,'no',u'average',u'beer_and_wine','yes_free',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,0.312707918510614,0.053832411919511026,0.6274285640154614,0.0030064284666421522,0.003024677087771152
